sequence_a	sequence_b	rnadist	software
AY140125.1_1160-1210	AB098330.1_2063-2114	0	locarna
AE014879.1_5303-5375	AF203881.1_14955-14875	22	locarna
Z29106.1_1-301	Z30973.1_7231-6935	86	locarna
X14485.1_2-72	U67537.1_160-234	8	locarna
M16560.1_392-643	AF225477.1_351-602	0	locarna
K00369.1_1-82	Y14522.1_1-81	5	locarna
X15936.1_256-455	X06477.1_503-698	0	locarna
X54048.1_3112-3217	M24606.1_401-507	0	locarna
X12631.1_1426-1497	M68929.1_48611-48684	13	locarna
K02003.1_1-74	D00552.1_73-146	0	locarna
AY371148.1_59-142	AY371161.1_59-142	1	locarna
X04244.1_85-276	X56323.1_358-553	47	locarna
K02362.1_1-121	X05234.1_1-119	6	locarna
M20968.1_1-73	AL132988.4_95773-95841	0	locarna
M31831.1_60-156	D49784.1_399-501	18	locarna
AF506647.1_1-238	X78859.1_2-194	41	locarna
AB031211.1_8065-8137	L07095.1_5327-5261	4	locarna
X01004.1_1-119	X01617.1_1-119	0	locarna
V00334.1_358-430	K02974.1_529-600	0	locarna
X54300.1_105-177	X12889.1_644-572	1	locarna
AP004825.1_152111-152011	AE007789.1_9122-9015	7	locarna
AY165239.1_232-283	AY275556.1_1296-1347	0	locarna
U53665.1_171-222	AF190128.1_1415-1466	0	locarna
L27166.1_1-122	L37445.1_4-118	36	locarna
AY055165.1_298-549	AF169665.1_311-562	0	locarna
AL591976.1_242770-242867	AE015944.1_267219-267117	20	locarna
X03481.1_524-600	Z00044.1_45478-45405	14	locarna
AJ550909.1_282-333	AJ005318.1_56-3	0	locarna
X56005.1_1-73	AB042809.1_7700-7764	63	locarna
AE017272.1_195611-195716	AB042239.3_9807-9660	69	locarna
X06099.1_1-107	X55251.1_3-116	4	locarna
AY188164.1_2-196	AF041289.1_1-191	93	locarna
AF005496.1_1435-1486	AY519074.1_46-97	0	locarna
AY451185.1_148-231	AF084764.1_65-148	0	locarna
AY060611.1_560-627	AB032826.1_1401-1464	29	locarna
X03240.1_1388-1326	X00432.1_816-751	1	locarna
K00242.1_1-75	X03715.1_667-740	0	locarna
AE016806.1_33242-33376	AE010545.1_3397-3317	34	locarna
AC008670.6_83725-83795	AE005196.1_3290-3363	0	locarna
AY288865.1_65-148	AF418455.1_48-131	0	locarna
X01570.1_1-119	M32450.1_1-119	0	locarna
Z79570.1_65-148	U56355.1_8-91	0	locarna
AF196742.1_455-510	U72082.1_334-390	0	locarna
AJ536615.1_1-44	AJ241847.1_281-334	11	locarna
AY304973.1_1280-1331	AY371163.1_1284-1335	0	locarna
Y12291.1_1883-1908	X60482.1_598-623	0	locarna
AF484499.1_1287-1338	AF076475.1_1423-1474	0	locarna
M32222.1_3110-3183	M16909.1_81-161	3	locarna
M76576.1_4-118	M58385.1_5-116	66	locarna
M26928.1_1266-1194	X07395.1_103-176	0	locarna
AE003494.3_240865-240793	X16885.1_950-882	0	locarna
AJ437036.1_65-148	AY451215.1_147-230	0	locarna
AE016869.1_178989-179107	U18997.1_19117-19256	42	locarna
X56506.1_61-144	X14848.1_2654-2728	3	locarna
AY288843.1_65-148	AF073418.1_17-100	0	locarna
M64226.1_1117-1230	U45979.1_1659-1772	8	locarna
J03294.1_2297-2476	M93419.1_332-511	24	locarna
AP005032.1_102031-102127	AE014954.1_5814-5899	4	locarna
AB081231.1_65-148	AY451230.1_148-231	0	locarna
AF288740.1_1291-1357	AF166127.1_1919-1981	10	locarna
AF543969.1_38-121	Z97125.1_19-102	0	locarna
X13975.1_39-104	K00462.1_57-128	8	locarna
X84079.1_1-359	D31601.1_1-341	140	locarna
X69334.1_1-160	L22246.1_3195-3357	21	locarna
U52953.1_204-287	AB034896.1_65-148	1	locarna
AY008715.1_8739-8795	AF443106.1_8531-8587	0	locarna
AJ131147.1_1719-1794	X04465.1_101010-100933	6	locarna
X06836.1_1-119	K02354.1_1-118	0	locarna
K01727.1_129-57	D00554.1_73-143	0	locarna
AJ249238.1_65-148	AB032740.1_823-906	1	locarna
AJ544513.1_1-91	AF499641.1_1-91	0	locarna
X07924.1_110-197	V00675.1_586-656	10	locarna
AF349338.1_33-84	AJ313419.1_47-98	0	locarna
AE016999.1_97492-97606	AL627265.1_128216-128117	85	locarna
X06835.1_1-119	M35574.1_1-119	6	locarna
AF195141.1_689-759	X57999.1_1526-1586	31	locarna
Z97084.1_19-102	AY288909.1_65-148	0	locarna
AE005245.1_5337-5264	AE004866.1_8982-8910	0	locarna
L39106.1_9067-9123	AF254711.1_415-471	0	locarna
AF311939.1_7276-7397	D00627.1_7329-7452	1	locarna
AF165056.1_1-379	Z84281.1_1-249	102	locarna
AJ237565.1_594-692	AF538302.1_601-699	0	locarna
M11538.1_4-116	M36306.1_1-119	15	locarna
AY253312.1_1281-1332	AY037275.1_1275-1326	0	locarna
AF036394.1_118-165	AF036752.1_118-162	0	locarna
X59360.1_1-185	X56457.1_243-390	48	locarna
AF481780.1_65-148	AY451120.1_148-231	0	locarna
AY188167.1_2-196	AY190409.1_1-181	77	locarna
M34776.1_2-116	M33894.1_2-109	34	locarna
X15901.1_44438-44524	X70810.2_100844-100773	3	locarna
M22560.1_129-422	AP000001.1_48865-48571	25	locarna
K01392.1_4435-4495	AJ132961.1_4445-4505	0	locarna
X03715.1_171-243	AE003727.3_195539-195611	23	locarna
X00083.1_99-171	X00704.1_131-202	1	locarna
AF008220.1_5629-5712	Z11880.1_124-195	22	locarna
AF349769.2_1315-1395	AC006449.19_196857-196784	21	locarna
AL138651.1_64525-64597	J01436.1_1456-1522	0	locarna
M33886.1_1-116	M26976.1_105-223	18	locarna
AC092237.1_57223-57161	Y11109.1_927-987	28	locarna
D10744.1_389-471	J01440.1_394-465	6	locarna
Z29112.1_1-302	U23515.1_33862-33566	66	locarna
AF361872.1_61-144	AF103818.1_896-979	0	locarna
AY165229.1_242-293	AF005496.1_1435-1486	0	locarna
AE015938.1_219824-220006	AK109157.1_8-245	127	locarna
X65983.1_1-305	X17240.1_14-307	69	locarna
U56896.1_65-148	AP005206.1_65-148	1	locarna
J00642.1_462-533	X03924.1_848-782	0	locarna
M93258.1_852-935	U29260.1_65-148	0	locarna
BX897699.1_1435871-1435783	AP001516.1_246305-246211	14	locarna
AL132709.5_145774-145703	AL132709.5_156819-156747	0	locarna
Z97130.1_19-102	AF084752.1_65-148	0	locarna
X06578.1_1-116	L24488.1_3-117	28	locarna
Z84249.1_1-250	AF041309.1_1-191	16	locarna
M36308.1_1-119	AF114034.1_6052-6168	15	locarna
X55255.1_4-120	X06687.1_3-118	0	locarna
AE016934.1_49817-49625	AE012818.1_1974-2213	81	locarna
AF169230.1_225-380	AB011808.1_289-442	0	locarna
X02242.1_7-110	M35569.1_4-116	52	locarna
AF024423.1_123-174	AF377959.1_1281-1332	0	locarna
BX649600.8_192725-192775	AL953899.7_42720-42666	0	locarna
AE007789.1_11572-11662	AE017279.1_252135-252236	0	locarna
AE006003.1_9660-9572	AE010545.1_3316-3227	9	locarna
AP003586.1_316604-316723	AP005330.1_21939-22075	32	locarna
U14774.1_1-239	M84825.1_2-196	122	locarna
L34365.1_1-279	L38346.1_1-288	44	locarna
D84398.1_1041-1076	AF054263.1_383-419	0	locarna
Y10943.1_948-1016	J01395.1_3006-3078	0	locarna
D38114.1_11560-11628	AE003556.3_16759-16677	1	locarna
M34765.1_1-114	X00930.1_3-118	16	locarna
AF396436.1_528-448	U67528.1_1042-969	75	locarna
M55343.1_5620-5736	M34760.1_2-117	2	locarna
AJ313415.1_51-102	AF457072.1_1290-1341	0	locarna
AY188094.1_3-196	L38322.1_3-288	38	locarna
Z34533.1_38786-39082	Z29101.1_1-302	50	locarna
X05862.1_1361-1386	X02624.1_1212-1237	0	locarna
AF492623.1_223-306	L11787.1_65-148	1	locarna
M16839.1_41-111	X14485.1_2-72	0	locarna
AF484499.1_8719-8775	AF196720.1_452-508	0	locarna
M36911.1_2445-2539	AF235045.1_658-731	28	locarna
AJ006315.1_1-195	Z84233.1_1-251	93	locarna
D13616.1_3-119	V01347.1_3-119	1	locarna
AJ438620.1_1-256	AF055305.1_1-239	183	locarna
X00476.1_1-85	X14848.1_3684-3752	2	locarna
AF457075.1_8761-8815	AF096782.1_455-511	0	locarna
AE003624.2_69897-69824	AE006699.1_3409-3482	1	locarna
Y08257.1_50512-50799	AC091616.2_101009-101306	82	locarna
AE012997.1_6989-7110	BX248358.1_90582-90421	24	locarna
BX005124.7_130906-130960	BX005334.9_118172-118118	0	locarna
X00706.1_129-200	J01391.1_18-88	18	locarna
BX569783.4_35396-35342	AL928701.7_19905-19959	0	locarna
X67736.1_4837-4923	V00158.1_694-623	3	locarna
M68929.1_172005-172075	AC009323.4_37955-37874	21	locarna
M14649.1_2015-2169	L25635.1_211-360	104	locarna
AF499640.1_390-641	D00538.1_387-638	0	locarna
X78865.1_2-193	Z84266.1_1-249	93	locarna
BX004829.12_70857-70911	AC144486.2_65059-65114	7	locarna
X14848.1_1-67	AF200837.1_5597-5661	10	locarna
AY165233.1_239-290	AB078691.1_1281-1332	0	locarna
U23487.1_800-883	AF030958.1_65-148	0	locarna
AP004599.1_137133-137028	AP003015.2_179374-179460	36	locarna
AF041289.1_1-191	Z84233.1_1-251	16	locarna
AC068900.3_7333-7404	AF314018.1_1820-1748	6	locarna
AF484490.1_8778-8833	AF063159.1_458-514	0	locarna
Z49275.1_645-762	Z50059.1_3-119	3	locarna
D12926.1_388-490	AL591782.1_259929-260027	83	locarna
X02205.1_746-816	AL352978.6_119697-119770	10	locarna
AE008857.1_222-150	D31785.1_12211-12283	1	locarna
J01435.1_264-194	K03317.1_4-76	0	locarna
K02350.1_1-119	Z35330.1_6121-6235	11	locarna
AY535662.1_171-222	AY165197.1_238-289	0	locarna
BC054804.1_1537-1650	M27158.1_2168-2281	1	locarna
X04465.1_71857-71924	AF314856.1_1250-1311	9	locarna
AJ438618.1_1-256	AY146040.1_1-211	95	locarna
U72118.1_307-363	U88824.1_8857-8913	0	locarna
X80212.2_2104-2256	AB021684.1_14108-14260	1	locarna
X15613.1_1106-1175	U67517.1_7202-7276	39	locarna
AY064471.1_461-486	X02916.1_2142-2167	0	locarna
AY463220.1_303-386	U29410.1_65-148	0	locarna
AJ583726.1_52-103	AB078712.1_1281-1332	0	locarna
X04163.1_219-289	X16754.1_1-86	5	locarna
Z30973.1_7231-6935	AC091616.2_101009-101306	10	locarna
U14781.1_1-239	Z84239.1_1-250	26	locarna
AY165202.1_239-290	AB098332.1_2077-2128	0	locarna
AJ437047.1_65-148	Z79532.1_65-148	0	locarna
X51376.1_309-499	X63786.1_1152-1341	88	locarna
AP004603.1_200738-200630	AL596164.1_95936-95817	13	locarna
X16886.1_993-924	V00676.1_400-335	10	locarna
X70810.2_102754-102683	X53392.1_97-170	10	locarna
Z97134.1_19-102	L11769.1_65-148	0	locarna
X86563.2_66129-66056	AB027572.1_4261-4342	23	locarna
M68929.1_182805-182734	M68929.1_186481-186410	19	locarna
AP001509.1_273579-273768	U45329.1_408-194	38	locarna
AF200830.1_9887-9951	V00654.1_11907-11976	0	locarna
AY165192.1_239-290	L11767.1_1281-1332	0	locarna
BX950851.1_2645129-2645034	AE005997.1_1861-1775	38	locarna
X53678.1_99-175	AE009624.1_3419-3517	30	locarna
AF170516.1_283-335	AF170519.1_55-3	2	locarna
L11765.1_1308-1359	AF156814.1_45-96	0	locarna
X16767.1_1-73	X55026.1_20537-20608	0	locarna
AF024218.1_90-141	AF023989.1_120-171	0	locarna
AL672113.1_43141-43341	AL596167.1_202425-202602	121	locarna
X02250.1_3-118	M35395.1_1-119	1	locarna
AL132709.5_151720-151647	AL132709.5_153488-153414	0	locarna
X00867.1_1-119	X71804.1_109-227	0	locarna
M36307.1_1-119	Z50736.1_3-119	2	locarna
X01647.1_2451-2378	K03317.1_4-76	0	locarna
AF061640.1_8944-9000	AB097865.1_8896-8952	0	locarna
AY146053.1_1-206	U23385.1_2-306	64	locarna
X99772.1_5276-5204	D85289.1_459-527	0	locarna
AY037271.1_59-142	AY371158.1_59-142	0	locarna
X01570.1_1-119	X06852.1_1-118	0	locarna
X12631.1_1347-1277	M37162.1_1211-1282	2	locarna
AL132798.2_14445-14516	K00369.1_1-82	1	locarna
AL132709.5_131508-131439	AL132709.5_166229-166160	3	locarna
AY371159.1_59-142	AB081745.1_65-148	0	locarna
AY037269.1_1290-1341	AY206652.1_1281-1332	0	locarna
X02030.1_3-120	M33886.1_1-116	1	locarna
X02173.1_256-326	M74160.1_2030-2100	0	locarna
AJ313412.1_46-97	AY455781.1_1525-1576	0	locarna
K01389.1_140-255	X12624.1_61-178	49	locarna
L27875.1_1-232	Z77081.1_1-197	75	locarna
AY451211.1_146-229	AY371138.1_59-142	0	locarna
X02205.1_368-453	AF158101.6_72456-72373	14	locarna
Y11273.1_1139-1211	L28111.1_1299-1365	14	locarna
AY165283.1_224-275	AF069140.1_2082-2133	0	locarna
AF490528.1_4630-4697	M86499.1_1-68	4	locarna
Z50077.1_4-121	AJ131592.1_3-116	8	locarna
M33001.1_56-111	AJ247122.1_132-52	0	locarna
AE017007.1_181315-181066	AE017033.1_110729-110493	11	locarna
M10437.1_2-120	V01347.1_3-119	19	locarna
AY519055.1_46-97	AY304893.1_1283-1334	0	locarna
U51774.1_1-224	L38352.1_3-288	245	locarna
AE016786.1_232051-232274	AE017174.1_143751-143548	120	locarna
X55697.1_1-119	X02253.1_3-118	9	locarna
AJ536620.1_206-152	AJ550900.1_56-3	4	locarna
AE017013.1_198598-198699	AE009203.1_4053-3942	6	locarna
M10816.1_1-117	M16177.1_4-120	0	locarna
AE016745.1_27312-27213	AE001547.1_1336-1446	46	locarna
D10744.1_201-272	M10217.1_7015-7083	1	locarna
AJ295189.1_351-601	AY055161.1_298-549	30	locarna
AF041283.1_1-191	U14782.1_1-239	204	locarna
AY494950.1_597-710	M32660.1_1111-1224	10	locarna
AF075160.1_1209-1322	U75448.1_1122-1235	0	locarna
AF484492.1_1293-1344	AY535668.1_171-222	0	locarna
AF386050.1_65-148	AF361877.1_61-144	9	locarna
AE008727.1_5966-5885	D17510.1_119065-118992	3	locarna
AF069140.1_851-934	AF377956.1_59-142	0	locarna
U96110.1_1273-1386	U38182.1_1906-2019	0	locarna
X61068.1_1189-1262	X05295.1_313-226	5	locarna
X65986.1_1-303	U23515.1_33862-33566	140	locarna
X02629.1_3-115	M76577.1_4-118	1	locarna
X55255.1_4-120	Z50054.1_4-120	1	locarna
Z99111.2_15242-15342	AP003193.2_95783-95678	8	locarna
AF448782.1_1-91	L76407.1_1-91	0	locarna
M16205.1_4-122	AF331021.1_183-301	9	locarna
AJ229062.1_241-389	U21939.1_68-218	2	locarna
AY535764.1_171-222	AF110977.1_1563-1614	0	locarna
X12886.1_1-117	M34768.1_3-117	17	locarna
Z29112.1_1-302	AC002512.1_76041-75744	77	locarna
AF442566.1_8902-8957	AF457071.1_8731-8786	1	locarna
AY585265.1_1481-1532	AY492778.1_819-870	0	locarna
X00432.1_665-732	X00916.1_933-1007	8	locarna
AF082395.1_1406-1457	AY165270.1_242-293	0	locarna
M33886.1_1-116	M35571.1_1-119	27	locarna
X13975.1_2575-2637	AE008727.1_5966-5885	41	locarna
D10535.1_1-121	M36315.1_3-121	4	locarna
AY140134.1_1158-1206	AF024239.1_120-171	0	locarna
AF054264.1_326-376	AB057682.1_1663-1713	0	locarna
AB081369.1_266-518	AF363455.1_429-679	1	locarna
AF279106.2_41735-41832	AP005277.1_126356-126465	18	locarna
Y14522.1_1-81	X04465.1_36787-36715	1	locarna
AF086817.1_2084-2135	AF442570.1_1448-1499	0	locarna
AL162754.2_59297-59394	AE014954.1_5814-5899	2	locarna
X05057.1_3-119	X55269.1_3-119	1	locarna
X83548.1_695-720	X03018.1_1285-1310	0	locarna
Z79529.1_65-148	U56890.1_65-148	0	locarna
AY206653.1_65-148	L11801.1_65-148	0	locarna
AY344026.1_1-280	L38322.1_3-288	328	locarna
L19706.1_1955-1980	J00986.1_329-354	0	locarna
X00432.1_816-751	M86498.1_1-69	4	locarna
D89936.1_1231-1150	AE008883.1_15626-15696	40	locarna
AF076998.1_206-289	AY134966.1_65-148	0	locarna
M16169.1_3-119	Z50058.1_3-119	0	locarna
AF457071.1_59-142	AY206654.1_65-148	0	locarna
AF041307.1_1-191	AY145962.1_1-204	82	locarna
M81884.1_42594-42515	AF016404.1_2636-2555	4	locarna
AF349382.1_33-84	AF042103.1_1445-1496	0	locarna
AF322071.1_1577-1642	X76008.1_2709-2772	4	locarna
AF096875.1_5504-5568	AB032826.1_1401-1464	14	locarna
X02241.1_3-119	AF170176.1_1092-1207	5	locarna
X06835.1_1-119	AJ312082.1_1-119	0	locarna
X02250.1_3-118	M35165.1_2-110	7	locarna
X02264.1_3-118	X13035.1_1-119	8	locarna
L34387.1_1-279	AY070183.1_1-277	20	locarna
Z84213.1_1-250	AF238483.1_1-356	96	locarna
AY679786.1_1293-1344	AF484514.1_1293-1344	0	locarna
X02444.1_95-15	M86498.1_1026-1092	1	locarna
J01009.1_607-725	Z11816.1_1-116	6	locarna
AY070215.1_1-312	Z84236.1_1-251	72	locarna
M86495.1_1-68	X00432.1_665-732	3	locarna
AJ313421.1_50-101	AY358055.1_1284-1335	0	locarna
M68929.1_163972-163902	M25321.1_113-184	0	locarna
AF286239.1_1448-1499	AY304932.1_1282-1333	0	locarna
L34389.1_1-279	AF021900.1_1-190	9	locarna
X91421.1_2-204	U81278.1_1-230	101	locarna
X01004.1_1-119	L12402.1_3-117	19	locarna
AB015939.1_65-148	AF470703.1_44-127	0	locarna
L44599.1_1-280	Z77065.1_1-198	43	locarna
AF506632.1_1-234	AY344026.1_1-280	60	locarna
M36187.1_5-126	X02255.1_3-118	18	locarna
AF443078.1_234-317	AJ276698.1_65-148	0	locarna
AB008446.1_1-322	AY163821.1_1-256	38	locarna
AE008809.1_3263-3335	U46121.1_66-138	0	locarna
AF290030.1_456-512	AF484518.1_8730-8786	0	locarna
AF506632.1_1-234	AJ291457.1_2-251	69	locarna
X52392.1_6573-6508	AF347015.1_5827-5762	1	locarna
AP000996.2_4623-4515	M73546.1_221-329	34	locarna
AP004597.1_125397-125506	AL627279.1_105836-106061	86	locarna
AY012114.1_954-1022	M10217.1_2136-2204	4	locarna
AL031229.2_40502-40430	AE005414.1_2595-2512	2	locarna
X01017.1_487-417	AL590385.23_26487-26416	0	locarna
X78860.1_2-193	L29598.1_1-191	53	locarna
AJ132960.1_390-640	AB081342.1_266-517	39	locarna
M76388.1_6142-6258	X05519.1_1-116	0	locarna
AP005038.1_133710-133554	AE017265.1_218427-218529	52	locarna
L36887.1_3769-3839	L35909.1_103-174	4	locarna
M68929.1_39446-39374	X05295.1_313-226	24	locarna
AY055161.1_298-549	AB081359.1_266-517	5	locarna
AL646061.1_184783-184648	AP005086.1_289389-289519	17	locarna
AJ577594.1_7312-7433	AF328683.1_7272-7392	11	locarna
X59360.1_1-185	X06473.1_389-584	18	locarna
M27315.1_3787-3850	M16863.1_577-660	38	locarna
AF395810.1_1102-1215	Y07588.1_172-285	0	locarna
M10217.1_2136-2204	Z54587.1_126-45	62	locarna
X14835.1_6927-7002	X03715.1_1086-1158	0	locarna
X14404.1_126-225	D11421.1_119-221	4	locarna
AF110979.1_230-313	L11798.1_65-148	0	locarna
AE017026.1_274819-274638	AE013039.1_9145-9323	34	locarna
AF231765.1_7280-7400	AF039205.1_7278-7398	0	locarna
M16205.1_4-122	X52302.1_2-117	0	locarna
Z79549.1_65-148	AF457088.1_59-142	0	locarna
AF029891.1_4522-4594	Z00044.1_23174-23103	31	locarna
AF397467.1_9309-9363	AL732411.14_41691-41637	0	locarna
X14821.1_1-72	AF008220.1_6443-6516	0	locarna
AF177911.1_4399-4459	D90457.1_4467-4527	0	locarna
AF286236.1_352-435	AF457054.1_59-142	1	locarna
AF254678.1_384-440	AF196756.1_455-511	0	locarna
AF532927.1_678-740	AC002327.1_156204-156268	15	locarna
AF538302.1_2108-2159	U29411.1_1299-1350	0	locarna
Z79578.1_64-147	AY463230.1_304-387	0	locarna
AF159874.1_145-228	AF281703.1_65-148	0	locarna
X56506.1_61-144	V00676.1_92-159	54	locarna
M20947.1_1-74	AB042432.1_3845-3913	51	locarna
AF457075.1_59-142	K03457.1_176-259	0	locarna
M55343.1_5620-5736	Z50736.1_3-119	77	locarna
AY090763.1_698-749	AY253316.1_1284-1335	0	locarna
X06577.1_4-117	M34771.1_2-116	3	locarna
M93259.1_9532-9588	U03346.1_812-868	0	locarna
U80510.1_442-540	AF254713.1_517-615	0	locarna
AF170519.1_55-3	AJ241843.1_56-3	0	locarna
X52392.1_16775-16708	M10217.1_9797-9871	0	locarna
U81479.1_417-515	AF254702.1_533-631	0	locarna
D00059.1_1-118	L12404.1_3-117	25	locarna
U23387.1_2-306	D29817.1_1-341	349	locarna
AY145958.1_1-213	L38349.1_3-288	80	locarna
AJ405956.1_1-52	AY358058.1_1284-1335	0	locarna
AL133551.13_12355-12436	V00654.1_11907-11976	1	locarna
AY102616.1_4667-4777	AP005343.1_46608-46510	59	locarna
AL132988.4_95773-95841	M86498.1_1026-1092	0	locarna
AF036748.1_120-164	AF036389.1_120-167	0	locarna
X61068.1_1281-1353	AF164586.1_93-158	10	locarna
AL939124.1_163164-163269	AP005219.1_132445-132345	33	locarna
AE004385.1_7550-7674	AE010002.1_2251-2354	63	locarna
X00916.1_823-889	AB031211.1_8065-8137	12	locarna
X03154.1_723-795	AP000423.1_76-4	1	locarna
AF457057.1_1284-1335	AF323246.1_67-118	0	locarna
AJ005319.1_56-3	AJ241833.1_282-334	0	locarna
AP005336.1_138128-137994	AE006044.1_6045-6135	41	locarna
M58387.1_5-112	AJ417699.1_1-119	0	locarna
AF063170.1_455-511	AF239636.1_394-450	0	locarna
X06103.1_1-119	X65710.1_35-152	0	locarna
AE005546.1_4076-3993	AC084571.1_17976-18047	2	locarna
X51824.1_190-272	X04161.1_733-803	1	locarna
AY253317.1_1278-1329	AY165253.1_130-181	0	locarna
U26684.1_296-411	M11537.1_2-117	1	locarna
AF005494.1_1413-1464	AF349347.1_33-84	0	locarna
D85272.1_587-657	X02205.1_471-542	4	locarna
AY371134.1_1275-1326	AY561240.1_1299-1350	0	locarna
L11771.1_65-148	AF103818.1_896-979	0	locarna
AF484486.1_59-142	AY178927.1_20-103	0	locarna
X03240.1_1388-1326	X15613.1_1813-1875	3	locarna
AC145510.2_122254-122304	M29586.1_537-483	25	locarna
X02205.1_368-453	X52969.1_525-607	32	locarna
AF185056.1_845-774	X12631.1_1207-1274	0	locarna
AY561244.1_1200-1251	AY064301.1_1-52	0	locarna
AF499640.1_1-91	AF317694.1_1-90	0	locarna
M35576.1_1-118	X01544.1_1-118	0	locarna
D00625.1_1-91	V01148.1_1-91	0	locarna
M10435.1_2-120	M33889.1_1-117	17	locarna
AJ577589.1_7312-7433	AY302545.1_7315-7435	25	locarna
AY038228.1_65-148	AY451175.1_148-231	0	locarna
X00181.1_495-582	AE008710.1_84-156	4	locarna
J01888.1_1-119	X05532.1_1-118	0	locarna
M91385.1_1291-1381	D10744.1_389-471	6	locarna
AF036746.1_113-157	AF036740.1_117-159	0	locarna
J04815.1_1953-1885	X16886.1_458-387	0	locarna
AJ488926.1_1306-1357	AY304912.1_1283-1334	0	locarna
AF443099.1_8920-8975	AF361876.1_8761-8817	0	locarna
BX842649.1_277414-277318	AE010479.1_12991-12886	10	locarna
X15929.1_1-194	S72337.1_1-193	13	locarna
AE017252.1_282498-282294	AE015938.1_219824-220006	89	locarna
AC144486.2_88766-88821	BX248127.9_118783-118837	53	locarna
AY518979.1_46-97	AF484484.1_1284-1335	0	locarna
AY165210.1_238-289	AY535771.1_171-222	0	locarna
AF017886.1_5-88	AF286253.1_334-417	0	locarna
Z50054.1_4-120	X02630.1_3-115	2	locarna
X12631.1_8405-8475	X00916.1_1570-1644	43	locarna
AF465516.1_7307-7427	AY302553.1_7308-7428	0	locarna
X72588.1_6990-7093	D10528.1_1-121	24	locarna
U21939.1_68-218	U48228.1_7-166	12	locarna
AF008220.1_5185-5300	Z11823.1_1-116	1	locarna
M26978.1_826-899	AE008747.1_6317-6401	4	locarna
D16619.1_1040-1076	D16621.1_1040-1076	0	locarna
X15245.1_236-309	X03126.1_162-234	0	locarna
AJ508597.1_2082-2133	AF349342.1_33-84	0	locarna
Z36079.1_181-110	X66375.1_99-169	6	locarna
AY158533.1_1423-1474	U29410.1_1299-1350	0	locarna
AF200830.1_9887-9951	AE008837.1_3449-3522	0	locarna
AY519098.1_46-97	AF286253.1_1559-1610	0	locarna
AJ535011.1_23-74	M27323.1_1623-1674	0	locarna
AF239622.1_517-615	AF254737.1_526-624	0	locarna
M34003.1_489-607	X00689.1_1-119	0	locarna
AY038250.1_65-148	AF069942.1_65-148	0	locarna
X05528.1_1-121	X55263.1_3-119	5	locarna
M35394.1_1-119	K02344.1_1-118	0	locarna
AY146059.1_1-212	U14776.1_1-239	65	locarna
AY165224.1_235-286	AJ271370.1_1656-1707	0	locarna
X16401.1_1-69	AJ011807.1_2601-2531	4	locarna
AF529639.1_65-148	AF386015.1_65-148	0	locarna
BX537358.4_213187-213239	BX004829.12_230835-230889	0	locarna
X63784.1_412-602	X63786.1_549-738	2	locarna
L12743.1_694-758	AB017534.1_661-726	16	locarna
AF053984.1_1951-2017	L37762.1_2940-3006	38	locarna
AJ400848.1_26718-26788	X00704.1_131-202	0	locarna
AJ535036.1_23-74	AF484500.1_1293-1344	0	locarna
X83208.1_1-119	D13618.1_3-119	5	locarna
BX571861.1_7126-7022	AE017013.1_198598-198699	50	locarna
AP001518.1_272531-272358	AE016770.1_235405-235209	54	locarna
AY055150.1_298-550	AJ132961.1_390-640	97	locarna
X14698.1_250-321	X66438.1_1-72	1	locarna
AJ493062.2_7295-7415	AF230973.1_7287-7416	1	locarna
AJ131600.1_3-115	L27343.1_3-116	34	locarna
AP001513.1_225753-225867	AL596164.1_123476-123581	1	locarna
U23388.1_2-306	Z84213.1_1-250	118	locarna
L44599.1_1-280	AY190469.1_1-181	132	locarna
AY145957.1_1-213	U81280.1_1-231	56	locarna
L76657.1_1-67	AJ271079.2_114727-114656	0	locarna
AY519017.1_46-97	AJ405965.1_1-52	0	locarna
X02437.1_274-344	X69660.1_114-186	0	locarna
M72889.1_1-196	X04241.1_85-276	39	locarna
AL162754.2_59297-59394	AE012210.1_5968-5859	54	locarna
AF041272.1_1-191	Z77064.1_1-197	167	locarna
AF254734.1_393-449	U81461.1_288-344	0	locarna
