sequence_a	sequence_b	software	sensitivity	specificity	approx_correlation	correlation	matthew_coefficient
AY232739.1_9350-9386	AB047643.1_9384-9419	locarna	1.000	1.000	1.000	1.000	1.000
AF011753.1_1-391	U51784.1_1-224	locarna	1.000	1.000	1.000	1.000	1.000
AF205856.1_1102-1215	AF454388.1_1126-1239	locarna	1.000	1.000	1.000	1.000	1.000
X17622.1_2129-2242	X17621.1_1700-1813	locarna	1.000	1.000	1.000	1.000	1.000
M36156.1_2-116	X01003.1_1-119	locarna	0.500	0.556	0.528	0.516	0.516
AF457057.1_59-142	AF281703.1_65-148	locarna	1.000	1.000	1.000	1.000	1.000
AE016745.1_27312-27213	AE017266.1_253265-253367	locarna	0.962	1.000	0.981	0.980	0.980
X57046.1_121-203	M27315.1_1347-1280	locarna	0.174	0.143	0.158	0.103	0.103
CR543861.1_1990073-1989965	AE004221.1_2349-2255	locarna	0.741	0.870	0.805	0.797	0.797
X01590.1_5-121	Z50736.1_3-119	locarna	0.425	0.425	0.425	0.414	0.414
M58214.1_744-800	AF170546.1_375-430	locarna	1.000	1.000	1.000	1.000	1.000
AB057610.1_1528-1593	AF054264.1_191-256	locarna	1.000	1.000	1.000	1.000	1.000
AF401668.1_481-552	X61698.1_1470-1542	locarna	1.000	1.000	1.000	1.000	1.000
AP001513.1_19957-19775	AP004598.1_253855-254037	locarna	0.810	0.825	0.817	0.815	0.815
X62857.1_1-121	M11715.1_3-118	locarna	0.410	0.432	0.421	0.409	0.409
M68929.1_163972-163902	X03499.1_37-110	locarna	1.000	1.000	1.000	1.000	1.000
AF281709.1_65-148	AB025072.1_65-148	locarna	1.000	1.000	1.000	1.000	1.000
AE015944.1_195870-195703	AE016947.1_224792-224618	locarna	0.000	0.000	0.000	0.000	-0.018
M34508.1_318-404	M20969.1_1-74	locarna	0.000	0.000	0.000	0.000	-0.037
X12631.1_1795-1866	X05915.1_238-170	locarna	1.000	1.000	1.000	1.000	1.000
D11413.1_118-216	AE007525.1_2612-2714	locarna	1.000	1.000	1.000	1.000	1.000
AY090763.1_698-749	AY253316.1_1284-1335	locarna	1.000	1.000	1.000	1.000	1.000
BX572596.1_50556-50756	AE015938.1_189936-190117	locarna	0.000	0.000	0.000	0.000	-0.014
AF004394.1_579-677	AF196722.1_580-678	locarna	1.000	1.000	1.000	1.000	1.000
AF115393.1_244-327	AY288874.1_65-148	locarna	1.000	1.000	1.000	1.000	1.000
X02437.1_274-344	M86498.1_1026-1092	locarna	1.000	1.000	1.000	1.000	1.000
X55697.1_1-119	X16194.1_2-114	locarna	0.775	0.775	0.775	0.768	0.768
AF408626.1_3-101	AF254705.1_517-615	locarna	1.000	1.000	1.000	1.000	1.000
X02205.1_368-453	X52969.1_525-607	locarna	0.138	0.190	0.164	0.134	0.134
AC092237.1_57223-57161	D25220.1_1493-1556	locarna	0.000	0.000	0.000	0.000	-0.053
X07395.1_103-176	AB035923.1_6106-6178	locarna	1.000	1.000	1.000	1.000	1.000
AF263012.1_9229-9015	AE016861.1_295441-295655	locarna	0.000	0.000	0.000	0.000	-0.013
X04305.1_1-118	X03567.1_108-226	locarna	1.000	1.000	1.000	1.000	1.000
U10409.1_2025-2178	U09322.1_209-362	locarna	1.000	1.000	1.000	1.000	1.000
AC018907.5_9587-9517	AE000930.1_11782-11855	locarna	1.000	1.000	1.000	1.000	1.000
AF230973.1_7287-7416	K02709.1_1396-1514	locarna	0.000	0.000	0.000	0.000	-0.013
Z50075.1_3-119	X59479.1_518-634	locarna	0.450	0.450	0.450	0.440	0.440
M26727.1_9094-9150	AF196712.1_456-512	locarna	1.000	1.000	1.000	1.000	1.000
AF254678.1_384-440	AF196756.1_455-511	locarna	1.000	1.000	1.000	1.000	1.000
AY494950.1_597-710	M32660.1_1111-1224	locarna	0.921	0.921	0.921	0.920	0.920
X55339.1_30-104	V01556.1_306-238	locarna	0.913	1.000	0.957	0.953	0.953
AC008443.10_9027-8955	X60981.1_3182-3253	locarna	1.000	1.000	1.000	1.000	1.000
D87492.1_2147-2192	L23117.1_1024-1069	locarna	1.000	1.000	1.000	1.000	1.000
X13558.1_186-115	AF164586.1_1190-1126	locarna	0.909	1.000	0.955	0.951	0.951
AP005336.1_138128-137994	AE006044.1_6045-6135	locarna	0.000	0.000	0.000	0.000	-0.020
U80515.1_396-494	AF110966.1_68-166	locarna	1.000	1.000	1.000	1.000	1.000
Y14522.1_1-81	X04465.1_36787-36715	locarna	0.455	0.455	0.455	0.432	0.432
X12622.1_1-118	M58416.1_2-116	locarna	0.561	0.575	0.568	0.557	0.557
K02528.1_1-74	AE000043.2_8839-8769	locarna	1.000	1.000	1.000	1.000	1.000
AF102225.1_334-390	AF484514.1_8723-8779	locarna	1.000	1.000	1.000	1.000	1.000
D49777.1_1041-1076	D87357.1_1040-1076	locarna	1.000	1.000	1.000	1.000	1.000
BX842649.1_277414-277318	AE010479.1_12991-12886	locarna	0.261	0.286	0.273	0.258	0.258
X14848.1_1-67	J04815.1_7401-7469	locarna	1.000	1.000	1.000	1.000	1.000
X02444.1_95-15	M86498.1_1026-1092	locarna	0.455	0.455	0.455	0.415	0.415
AF110964.1_344-427	Z79557.1_65-148	locarna	1.000	1.000	1.000	1.000	1.000
AJ428514.1_11535-11602	X12631.1_3132-3200	locarna	0.000	0.000	0.000	0.000	-0.064
M34003.1_489-607	X00689.1_1-119	locarna	1.000	1.000	1.000	1.000	1.000
L36887.1_3769-3839	L35909.1_103-174	locarna	0.955	1.000	0.977	0.976	0.976
AF041272.1_1-191	Z77064.1_1-197	locarna	0.000	0.000	0.000	0.000	-0.012
M68929.1_186579-186500	AC002512.1_77401-77473	locarna	0.000	0.000	0.000	0.000	-0.041
AF165050.1_9249-9299	D50480.1_9249-9299	locarna	1.000	1.000	1.000	1.000	1.000
X16885.1_779-708	AB017063.1_58819-58900	locarna	0.000	0.000	0.000	0.000	-0.044
AL583923.1_215513-215333	AE010499.1_5969-5796	locarna	0.068	0.077	0.072	0.054	0.054
AY070199.1_1-277	D31728.1_1-254	locarna	0.000	0.000	0.000	0.000	-0.009
AF162711.1_4398-4458	AF316321.2_4400-4460	locarna	1.000	1.000	1.000	1.000	1.000
AY535758.1_171-222	AF071473.1_1284-1335	locarna	1.000	1.000	1.000	1.000	1.000
AB115518.1_65-148	AF030954.1_65-148	locarna	1.000	1.000	1.000	1.000	1.000
AP001512.1_200657-200766	Z99110.2_47875-47995	locarna	0.853	0.906	0.880	0.877	0.877
AY535764.1_171-222	AF110977.1_1563-1614	locarna	1.000	1.000	1.000	1.000	1.000
AF326149.1_55-138	AF538306.1_853-936	locarna	1.000	1.000	1.000	1.000	1.000
M10217.1_5770-5840	AF490529.1_2769-2701	locarna	0.960	1.000	0.980	0.979	0.979
AF096875.1_5504-5568	AB032826.1_1401-1464	locarna	0.389	0.389	0.389	0.365	0.365
V00166.1_1829-1941	X86563.2_75403-75477	locarna	0.000	0.000	0.000	0.000	-0.044
Y00159.1_2-117	M35568.1_2-115	locarna	0.455	0.455	0.455	0.444	0.444
M93388.1_1318-1384	D13102.1_342-269	locarna	0.000	0.000	0.000	0.000	-0.043
AF506659.1_2-234	AJ438619.1_2-252	locarna	0.806	0.761	0.783	0.781	0.781
M10217.1_13648-13715	L35909.1_103-174	locarna	1.000	1.000	1.000	1.000	1.000
M20949.1_1-72	X52070.1_777-849	locarna	1.000	1.000	1.000	1.000	1.000
J01533.1_143-72	AL662865.4_12206-12135	locarna	1.000	1.000	1.000	1.000	1.000
M16174.1_3-119	M18170.1_1-119	locarna	0.725	0.725	0.725	0.718	0.718
AJ132960.1_390-640	AB081342.1_266-517	locarna	0.000	0.000	0.000	0.000	-0.007
X61068.1_760-831	AF490529.1_2769-2701	locarna	1.000	1.000	1.000	1.000	1.000
AJ131585.1_3-115	X06851.1_1-118	locarna	0.200	0.216	0.208	0.188	0.188
X15613.1_1106-1175	U67517.1_7202-7276	locarna	0.000	0.000	0.000	0.000	-0.034
D16617.1_1040-1076	AB057604.1_1720-1756	locarna	1.000	1.000	1.000	1.000	1.000
AF041266.1_1-191	AY190438.1_1-181	locarna	0.784	0.755	0.770	0.767	0.767
AF024076.1_111-162	AF024429.1_30-81	locarna	1.000	1.000	1.000	1.000	1.000
AF411966.1_856-939	AY463220.1_303-386	locarna	1.000	1.000	1.000	1.000	1.000
AF072692.1_240-358	X00069.1_1-118	locarna	1.000	1.000	1.000	1.000	1.000
AY146053.1_1-206	U23385.1_2-306	locarna	0.000	0.000	0.000	0.000	-0.008
K02688.1_1-115	M11538.1_4-116	locarna	0.385	0.405	0.395	0.381	0.381
AE016786.1_232051-232274	AE017174.1_143751-143548	locarna	0.000	0.000	0.000	0.000	-0.015
AP004595.1_126926-127031	AP001518.1_137068-136956	locarna	0.364	0.414	0.389	0.371	0.371
AL132709.5_167225-167151	AL132709.5_129680-129609	locarna	0.000	0.000	0.000	0.000	-0.031
X61067.1_133-205	V00676.1_400-335	locarna	0.682	0.682	0.682	0.657	0.657
Z84221.1_1-250	AY190387.1_1-182	locarna	0.875	0.845	0.860	0.858	0.858
D10744.1_201-272	X52739.1_1-72	locarna	1.000	1.000	1.000	1.000	1.000
D89936.1_1231-1150	X74126.1_2430-2501	locarna	0.818	0.750	0.784	0.774	0.774
U05024.1_1-361	AF506679.1_1-231	locarna	0.000	0.000	0.000	0.000	-0.008
AY145971.1_3-233	AF041285.1_1-191	locarna	0.918	0.875	0.897	0.895	0.895
AP000058.1_196062-195789	M21085.1_9-299	locarna	0.490	0.480	0.485	0.480	0.480
X00083.1_99-171	X00704.1_131-202	locarna	0.000	0.000	0.000	0.000	-0.029
X55255.1_4-120	X06687.1_3-118	locarna	1.000	1.000	1.000	1.000	1.000
BX649600.8_192725-192775	AL953899.7_42720-42666	locarna	1.000	1.000	1.000	1.000	1.000
L38342.1_1-288	AY446047.1_1-273	locarna	0.000	0.000	0.000	0.000	-0.007
AF443087.1_69-186	AF442569.1_60-176	locarna	0.935	1.000	0.968	0.967	0.967
M14649.1_2015-2169	L25635.1_211-360	locarna	0.440	0.489	0.464	0.457	0.457
AF073412.1_29-112	AF069948.1_74-157	locarna	1.000	1.000	1.000	1.000	1.000
X00476.1_1-85	X14848.1_3684-3752	locarna	0.478	0.478	0.478	0.453	0.453
K02350.1_1-119	Z35330.1_6121-6235	locarna	0.568	0.583	0.575	0.564	0.564
AL672113.1_43141-43341	AE015938.1_189808-189620	locarna	0.100	0.102	0.101	0.086	0.086
J01390.1_6761-6842	X17113.1_351-433	locarna	0.333	0.346	0.340	0.316	0.316
AF170516.1_283-335	AF170519.1_55-3	locarna	0.875	0.875	0.875	0.869	0.869
AE016745.1_27312-27213	AE001547.1_1336-1446	locarna	0.000	0.000	0.000	0.000	-0.024
Y08501.2_169475-169584	X04465.1_71857-71924	locarna	0.652	0.882	0.767	0.748	0.748
M86495.1_1026-1092	AC002341.3_6810-6881	locarna	1.000	1.000	1.000	1.000	1.000
AF156847.1_30-81	AY165262.1_239-290	locarna	1.000	1.000	1.000	1.000	1.000
M76577.1_4-118	X12622.1_1-118	locarna	0.575	0.605	0.590	0.579	0.579
X04247.1_87-278	X52312.1_235-430	locarna	0.152	0.175	0.163	0.154	0.154
AE017267.1_95018-94836	AE013149.1_9167-9356	locarna	0.000	0.000	0.000	0.000	-0.014
M25321.1_478-410	X04465.1_90332-90261	locarna	0.739	0.850	0.795	0.785	0.785
AE016953.1_48442-48336	AE014215.1_8470-8571	locarna	1.000	1.000	1.000	1.000	1.000
D49745.1_1-393	L38352.1_3-288	locarna	0.316	0.279	0.297	0.293	0.293
Z50057.1_2-118	X01555.1_3-118	locarna	0.436	0.436	0.436	0.423	0.423
AY371148.1_59-142	AY371161.1_59-142	locarna	0.000	0.000	0.000	0.000	-0.021
AB047640.1_1-390	AF134760.1_1-181	locarna	0.357	0.323	0.340	0.333	0.333
AF272626.1_2982-3085	K03169.1_1-118	locarna	0.206	0.212	0.209	0.184	0.184
AY371158.1_1275-1326	AY304891.1_1283-1334	locarna	1.000	1.000	1.000	1.000	1.000
D86530.1_983-1033	D86536.1_983-1033	locarna	1.000	1.000	1.000	1.000	1.000
AY098610.1_65-148	AJ276595.1_171-254	locarna	1.000	1.000	1.000	1.000	1.000
AJ550907.1_56-3	AJ550912.1_56-3	locarna	1.000	1.000	1.000	1.000	1.000
AF506643.1_1-198	L34371.1_1-279	locarna	0.000	0.000	0.000	0.000	-0.009
X01004.1_1-119	X01617.1_1-119	locarna	1.000	1.000	1.000	1.000	1.000
AC008670.6_83725-83795	AE005196.1_3290-3363	locarna	1.000	1.000	1.000	1.000	1.000
AF443084.1_1451-1502	AJ583740.1_46-97	locarna	1.000	1.000	1.000	1.000	1.000
M11535.1_2-117	M34763.1_3-117	locarna	0.447	0.447	0.447	0.436	0.436
X13975.1_39-104	K00462.1_57-128	locarna	1.000	1.000	1.000	1.000	1.000
AY304973.1_1280-1331	AY371163.1_1284-1335	locarna	1.000	1.000	1.000	1.000	1.000
AF443078.1_234-317	AY288843.1_65-148	locarna	1.000	1.000	1.000	1.000	1.000
AF481780.1_65-148	AY451120.1_148-231	locarna	1.000	1.000	1.000	1.000	1.000
AY037275.1_1275-1326	AY358058.1_1284-1335	locarna	1.000	1.000	1.000	1.000	1.000
AL445564.1_265255-265358	AP005276.1_73231-73124	locarna	0.667	0.552	0.609	0.598	0.598
AE016763.1_55154-55058	BX640423.1_313922-313811	locarna	0.958	1.000	0.979	0.978	0.978
M10433.1_1-119	X68666.1_1-122	locarna	0.973	1.000	0.986	0.986	0.986
AF061640.1_256-339	Z79546.1_65-148	locarna	1.000	1.000	1.000	1.000	1.000
AP000988.1_199418-199133	X65991.1_1-302	locarna	0.000	0.000	0.000	0.000	-0.015
AF072692.1_240-358	M35395.1_1-119	locarna	1.000	1.000	1.000	1.000	1.000
L34391.1_1-279	AF054253.1_1-236	locarna	0.000	0.000	0.000	0.000	-0.010
AE004386.1_8370-8441	M20945.1_1-72	locarna	1.000	1.000	1.000	1.000	1.000
AY651061.1_9129-9194	AF207756.1_9114-9179	locarna	1.000	1.000	1.000	1.000	1.000
AF241527.2_359-424	BC003127.1_865-928	locarna	1.000	1.000	1.000	1.000	1.000
D00560.1_67-145	AL646063.1_55639-55540	locarna	0.000	0.000	0.000	0.000	-0.042
K02348.1_1-119	X00378.1_2-120	locarna	1.000	1.000	1.000	1.000	1.000
U29251.1_65-148	AY098611.1_65-148	locarna	1.000	1.000	1.000	1.000	1.000
AL591462.5_20240-20187	AL928834.15_155976-156029	locarna	1.000	1.000	1.000	1.000	1.000
AF036391.1_121-168	L07513.1_246-290	locarna	1.000	1.000	1.000	1.000	1.000
AF155162.1_115-49	X15613.1_124-189	locarna	1.000	1.000	1.000	1.000	1.000
AB078705.1_1281-1332	AF457065.1_1284-1335	locarna	1.000	1.000	1.000	1.000	1.000
AE005497.1_10137-10064	AJ271079.2_114727-114656	locarna	1.000	1.000	1.000	1.000	1.000
Z50076.1_4-120	X62859.1_3-124	locarna	0.622	0.683	0.653	0.644	0.644
M68929.1_165481-165397	M18050.1_100-172	locarna	0.000	0.000	0.000	0.000	-0.033
X54035.1_52-153	AE012449.1_4930-4832	locarna	0.000	0.000	0.000	0.000	-0.031
AE010126.1_9583-9877	AC002512.1_76041-75744	locarna	0.000	0.000	0.000	0.000	-0.014
AB001846.1_113-164	BX005301.9_8272-8218	locarna	1.000	1.000	1.000	1.000	1.000
AB033416.1_2076-2219	AE015938.1_273488-273596	locarna	0.000	0.000	0.000	0.000	-0.025
AY288898.1_65-148	AF042106.1_656-739	locarna	1.000	1.000	1.000	1.000	1.000
AJ005303.1_56-3	AJ005318.1_56-3	locarna	1.000	1.000	1.000	1.000	1.000
X55523.1_17-90	M68929.1_79613-79540	locarna	0.000	0.000	0.000	0.000	-0.033
AF158725.1_345-497	AF403508.1_235-389	locarna	0.592	0.659	0.625	0.620	0.620
M11464.1_1-72	AE008874.1_15640-15730	locarna	0.458	0.458	0.458	0.440	0.440
AE016786.1_232051-232274	U27616.3_1255-1032	locarna	0.000	0.000	0.000	0.000	-0.012
U14769.1_1-239	AJ437144.1_1-237	locarna	0.552	0.514	0.533	0.529	0.529
D10532.1_1-120	Z11823.1_1-116	locarna	0.585	0.615	0.600	0.589	0.589
AC005311.3_17031-17335	AC005662.3_47366-47062	locarna	0.093	0.094	0.094	0.087	0.087
AJ270287.1_567-495	M68929.1_152677-152605	locarna	1.000	1.000	1.000	1.000	1.000
X63783.1_1396-1555	Z11882.1_353-508	locarna	0.000	0.000	0.000	0.000	-0.016
D50484.1_1-379	AJ438622.1_1-250	locarna	0.045	0.045	0.045	0.038	0.038
U18997.1_19117-19256	AE014915.1_3159-3261	locarna	0.000	0.000	0.000	0.000	-0.030
AF418408.1_65-148	AF084725.1_65-148	locarna	1.000	1.000	1.000	1.000	1.000
K02688.1_1-115	X12884.1_1-117	locarna	1.000	1.000	1.000	1.000	1.000
AJ437145.1_1-238	D45878.1_1-238	locarna	0.000	0.000	0.000	0.000	-0.008
M36315.1_3-121	D00058.1_1-118	locarna	1.000	1.000	1.000	1.000	1.000
U16362.1_9319-9355	D37863.1_1040-1076	locarna	1.000	1.000	1.000	1.000	1.000
X05914.1_400-337	AB042432.1_6942-7011	locarna	0.455	0.435	0.445	0.421	0.421
AF110972.1_244-327	AB023804.1_854-937	locarna	1.000	1.000	1.000	1.000	1.000
U67518.1_78-192	K02683.1_2-118	locarna	0.417	0.417	0.417	0.404	0.404
Z77063.1_1-197	U05031.1_1-360	locarna	0.000	0.000	0.000	0.000	-0.009
AF057149.1_1-240	U23390.1_1-319	locarna	0.000	0.000	0.000	0.000	-0.008
AY536238.1_1336-1387	AY563169.1_1269-1320	locarna	1.000	1.000	1.000	1.000	1.000
X69327.1_1-196	X56322.1_513-709	locarna	0.969	0.969	0.969	0.968	0.968
AY434148.1_2-197	U38283.1_1-202	locarna	0.000	0.000	0.000	0.000	-0.012
AY062275.1_288-534	AY062273.1_288-534	locarna	0.000	0.000	0.000	0.000	-0.007
U51283.1_364-419	AB097868.1_9497-9553	locarna	1.000	1.000	1.000	1.000	1.000
AJ237565.1_2095-2146	AJ313405.1_46-97	locarna	1.000	1.000	1.000	1.000	1.000
AF146728.1_180-263	AB081743.1_65-148	locarna	1.000	1.000	1.000	1.000	1.000
AY043173.1_65-148	AY167123.1_372-455	locarna	1.000	1.000	1.000	1.000	1.000
Z50054.1_4-120	X00378.1_2-120	locarna	0.714	0.732	0.723	0.716	0.716
AP003191.2_70270-70167	AE016836.1_195900-195996	locarna	0.000	0.000	0.000	0.000	-0.020
AF443096.1_8961-9017	AF254719.1_394-450	locarna	1.000	1.000	1.000	1.000	1.000
X52048.1_2-120	X01000.1_1-121	locarna	0.946	0.946	0.946	0.945	0.945
X04465.1_48845-48932	J01399.1_2867-2939	locarna	0.000	0.000	0.000	0.000	-0.032
M10432.1_1-119	AF272626.1_2982-3085	locarna	0.700	0.700	0.700	0.693	0.693
X13975.1_39-104	Z75101.1_9634-9705	locarna	1.000	1.000	1.000	1.000	1.000
AJ005314.1_281-334	AJ241841.1_57-3	locarna	1.000	1.000	1.000	1.000	1.000
AP005947.1_21272-21492	AE014432.2_6200-5972	locarna	0.000	0.000	0.000	0.000	-0.018
AY371151.1_1284-1335	AF024163.1_90-141	locarna	1.000	1.000	1.000	1.000	1.000
BX537358.4_213187-213239	AL953899.7_43050-43104	locarna	1.000	1.000	1.000	1.000	1.000
AJ295201.1_354-605	AY055154.1_298-549	locarna	1.000	1.000	1.000	1.000	1.000
AB020752.1_35792-36096	AF069442.1_64156-64461	locarna	0.943	0.952	0.947	0.947	0.947
L28915.1_462-560	K03455.1_579-677	locarna	1.000	1.000	1.000	1.000	1.000
M22656.1_587-656	X16885.1_811-882	locarna	1.000	1.000	1.000	1.000	1.000
AF084771.1_65-148	AF084714.1_65-148	locarna	0.000	0.000	0.000	0.000	-0.017
AJ437040.1_1293-1344	AY519069.1_46-97	locarna	1.000	1.000	1.000	1.000	1.000
AJ582126.1_1-277	D29816.1_1-341	locarna	1.000	1.000	1.000	1.000	1.000
AY371136.1_59-142	AF197340.1_809-892	locarna	1.000	1.000	1.000	1.000	1.000
AF511948.1_9323-9358	D14310.1_1043-1079	locarna	1.000	1.000	1.000	1.000	1.000
AF408632.1_261-377	AF110979.1_69-186	locarna	0.400	0.324	0.362	0.350	0.350
AY302557.1_1-90	U22521.1_1-90	locarna	1.000	1.000	1.000	1.000	1.000
X07795.1_26-96	AF134583.1_1816-1744	locarna	1.000	1.000	1.000	1.000	1.000
U51756.1_1-224	U14762.1_1-239	locarna	0.821	0.786	0.803	0.801	0.801
U38284.1_1-202	D31602.1_1-341	locarna	0.840	0.926	0.883	0.881	0.881
AJ428514.1_3834-3899	M10217.1_17388-17457	locarna	0.000	0.000	0.000	0.000	-0.042
X51398.1_2-75	M68929.1_32684-32756	locarna	0.000	0.000	0.000	0.000	-0.036
AY434136.1_2-196	Z84268.1_251-2	locarna	0.000	0.000	0.000	0.000	-0.009
D49775.1_983-1033	AF238481.1_9295-9345	locarna	1.000	1.000	1.000	1.000	1.000
AP000397.1_37693-37753	AJ277126.1_8230-8302	locarna	0.737	0.737	0.737	0.727	0.727
X01518.1_1-119	M36308.1_1-119	locarna	1.000	1.000	1.000	1.000	1.000
AY232733.1_1-354	Z84288.1_1-250	locarna	0.857	0.907	0.882	0.881	0.881
AF170549.1_642-755	AF443085.1_69-185	locarna	0.647	0.647	0.647	0.641	0.641
X04465.1_79649-79574	Z69899.1_2926-3021	locarna	0.000	0.000	0.000	0.000	-0.044
M33000.1_55-110	AJ005319.1_56-3	locarna	0.947	1.000	0.974	0.972	0.972
BX004829.12_230835-230889	AC144487.1_66140-66085	locarna	0.429	0.429	0.429	0.412	0.412
AF024164.1_90-141	AF289550.1_1462-1513	locarna	1.000	1.000	1.000	1.000	1.000
D38115.1_11583-11651	X12631.1_7349-7415	locarna	1.000	1.000	1.000	1.000	1.000
D37858.1_1040-1076	D86530.1_1041-1076	locarna	1.000	1.000	1.000	1.000	1.000
U96110.1_1273-1386	U42975.1_1160-1273	locarna	0.028	0.031	0.030	0.013	0.013
Z84285.1_1-250	AF077229.1_1-287	locarna	0.375	0.370	0.373	0.368	0.368
AJ005314.1_281-334	AJ536612.1_206-152	locarna	0.944	1.000	0.972	0.970	0.970
X69660.1_114-186	M86501.1_1024-1090	locarna	0.773	0.739	0.756	0.742	0.742
U07238.1_71-154	AF128998.1_182-265	locarna	1.000	1.000	1.000	1.000	1.000
AB035922.1_6128-6200	X51423.1_1802-1874	locarna	1.000	1.000	1.000	1.000	1.000
AJ229062.1_241-389	AF196778.1_2-154	locarna	1.000	1.000	1.000	1.000	1.000
D63822.1_9294-9344	D50481.1_9249-9299	locarna	1.000	1.000	1.000	1.000	1.000
X14417.1_177-340	X14414.1_152-312	locarna	1.000	1.000	1.000	1.000	1.000
AY463235.1_304-387	AF490973.1_65-148	locarna	1.000	1.000	1.000	1.000	1.000
AF386017.1_65-148	AF457088.1_59-142	locarna	1.000	1.000	1.000	1.000	1.000
AF487242.1_558-475	AC009323.4_14362-14281	locarna	0.385	0.385	0.385	0.368	0.368
D00063.1_1-121	AJ131601.1_3-115	locarna	0.600	0.583	0.592	0.580	0.580
X61067.1_133-205	X60981.1_3898-3969	locarna	0.762	0.762	0.762	0.756	0.756
AB001842.1_105-159	BX005301.9_81584-81530	locarna	1.000	1.000	1.000	1.000	1.000
D16616.1_3-309	AF134750.1_1-181	locarna	0.000	0.000	0.000	0.000	-0.010
AJ296990.1_141-209	M22656.1_459-528	locarna	0.957	1.000	0.978	0.977	0.977
V01120.1_2-120	X06995.1_1-119	locarna	1.000	1.000	1.000	1.000	1.000
AY358060.1_1284-1335	L11772.1_1290-1341	locarna	1.000	1.000	1.000	1.000	1.000
AE017003.1_200929-201167	AF188935.1_65129-65365	locarna	0.053	0.053	0.053	0.046	0.046
X05862.1_1361-1386	X60483.1_941-966	locarna	1.000	1.000	1.000	1.000	1.000
X02025.1_1-116	X00864.1_1-119	locarna	0.690	0.707	0.699	0.691	0.691
AL935128.13_66966-66912	BX004764.8_42998-42941	locarna	0.800	0.800	0.800	0.794	0.794
X92886.1_7332-7451	AY302544.1_7313-7433	locarna	0.143	0.156	0.150	0.137	0.137
AE016746.1_110388-110533	AP005282.1_14081-13967	locarna	0.000	0.000	0.000	0.000	-0.026
U80529.1_412-510	AJ271445.1_577-675	locarna	1.000	1.000	1.000	1.000	1.000
AY145975.1_3-241	L34391.1_1-279	locarna	0.061	0.065	0.063	0.055	0.055
K02350.1_1-119	M10434.1_1-119	locarna	1.000	1.000	1.000	1.000	1.000
AE014913.1_8949-8849	AF269570.1_1830-1729	locarna	0.321	0.375	0.348	0.335	0.335
AJ291718.1_860-943	AF286234.1_200-283	locarna	1.000	1.000	1.000	1.000	1.000
AF055303.1_1-240	AJ006313.1_1-205	locarna	0.684	0.661	0.673	0.669	0.669
X52392.1_13000-13070	AL021918.1_94597-94678	locarna	0.409	0.429	0.419	0.391	0.391
AF484481.1_1293-1344	AJ535007.1_23-74	locarna	1.000	1.000	1.000	1.000	1.000
Z50057.1_2-118	D13616.1_3-119	locarna	0.450	0.450	0.450	0.440	0.440
X04465.1_28100-28187	AJ131144.1_1753-1833	locarna	0.000	0.000	0.000	0.000	-0.041
X03698.1_100-176	AJ277126.1_33096-33168	locarna	0.759	0.917	0.838	0.828	0.828
AY070207.1_1-277	AJ006316.1_2-237	locarna	0.000	0.000	0.000	0.000	-0.008
AY055165.1_298-549	AJ295190.1_353-605	locarna	0.237	0.247	0.242	0.236	0.236
K02232.1_1-72	X52392.1_8258-8184	locarna	1.000	1.000	1.000	1.000	1.000
X59562.1_71-144	X86563.2_119998-119925	locarna	0.000	0.000	0.000	0.000	-0.028
M24954.1_1-119	X00864.1_1-119	locarna	1.000	1.000	1.000	1.000	1.000
X15928.1_1-160	M14121.1_221-384	locarna	0.135	0.140	0.137	0.126	0.126
AF457071.1_59-142	AB042474.1_65-148	locarna	1.000	1.000	1.000	1.000	1.000
AF286253.1_173-290	AB098333.1_690-808	locarna	0.250	0.250	0.250	0.238	0.238
AP005278.1_38696-38585	AP005959.1_127882-128010	locarna	0.172	0.208	0.190	0.177	0.177
D14853.1_9321-9357	D37853.1_1040-1076	locarna	1.000	1.000	1.000	1.000	1.000
AJ286133.1_8742-8798	AF025394.1_456-512	locarna	1.000	1.000	1.000	1.000	1.000
M86501.1_1-68	AE008731.1_705-777	locarna	0.000	0.000	0.000	0.000	-0.053
AB057598.1_1528-1593	D84264.1_9142-9206	locarna	0.870	0.870	0.870	0.865	0.865
AJ414154.1_26151-26047	AF279106.2_41735-41832	locarna	0.346	0.346	0.346	0.328	0.328
X04465.1_36787-36715	AF037042.2_2935-2864	locarna	0.000	0.000	0.000	0.000	-0.029
AY302547.1_7306-7426	AY302556.1_7274-7394	locarna	1.000	1.000	1.000	1.000	1.000
AF143421.1_868-1007	X72287.1_717-859	locarna	0.350	0.368	0.359	0.347	0.347
K01553.1_1-73	M10217.1_11905-11973	locarna	1.000	1.000	1.000	1.000	1.000
AF170520.1_282-335	M63666.1_246-192	locarna	0.947	1.000	0.974	0.971	0.971
AF405666.1_389-639	AJ288062.1_207-458	locarna	1.000	1.000	1.000	1.000	1.000
S48220.1_1731-1788	X57999.1_1526-1586	locarna	1.000	1.000	1.000	1.000	1.000
Z50078.1_3-119	L27343.1_3-116	locarna	0.216	0.216	0.216	0.200	0.200
AY227107.1_1438-1489	AY371131.1_1275-1326	locarna	1.000	1.000	1.000	1.000	1.000
AB057690.1_1720-1756	AB049094.1_9322-9358	locarna	1.000	1.000	1.000	1.000	1.000
